施設名,所在地,緯度,経度,電話番号,URL
私立わらべつくし保育園,東京都福生市南田園1-4-12,35.721078999999996,139.33053999999998,042-539-1551,
私立東福保育園,東京都福生市福生209,35.738845,139.334859,042-551-0734,
私立若葉保育園,東京都福生市熊川1430,35.726106,139.342143,042-551-2955,
私立加美平保育園,東京都福生市加美平4-1,35.753753,139.32626499999998,042-551-5491,
私立福生杉ノ子保育園,東京都福生市志茂47-3,35.735987,139.32943,042-551-9175,
私立杉ノ子第二保育園,東京都福生市南田園3-4-2,35.729240999999995,139.32963600000002,042-551-9305,
私立杉ノ子第三保育園,東京都福生市熊川373-1,35.721678999999995,139.336369,042-551-8446,
私立弥生保育園,東京都福生市加美平3-37-13,35.748771999999995,139.319076,042-552-1036,
私立福生本町保育園,東京都福生市福生2143-11,35.743089000000005,139.33263,042-551-5811,
牛浜こども園（認定こども園）,東京都福生市牛浜121-4,35.734995,139.334091,042-552-1693,
ありんこ保育園,東京都福生市加美平1-17-7,35.750211,139.327292,042-551-2032,
福生多摩幼稚園小規模保育園乳幼児部ひよこ（小規模保育事業）,東京都福生市本町22-3,35.739442,139.327921,042-513-0139,
ちゃいれっく福生駅前保育園（小規模保育事業）,東京都福生市東町4-8,35.74218,139.32816599999998,042-551-8823,
清瀬市立う梅園第1第2第3学童クラブ,東京都清瀬市梅園2-9-38,35.771999,139.505174,042-492-5606,
清瀬市立清明小第1第2学童クラブ,東京都清瀬市旭が丘2-8-1　,35.796884999999996,139.53999299999998,042-492-5602,
清瀬市立四小学童クラブ,東京都清瀬市中里2-1471,35.783235999999995,139.510435,042-492-3955,
清瀬市立八小第1第2学童クラブ,東京都清瀬市中清戸4-1070,35.787303,139.530847,042-492-5535,
清瀬市立竹丘第1第２学童クラブ,東京都清瀬市竹丘1-15-11,35.767616,139.511404,042-492-6767,
清瀬市立芝山小第1第2学童クラブ,東京都清瀬市元町2-16-8,35.775359,139.511204,042-491-0878,
清瀬市立清瀬小第1第2学童クラブ,東京都清瀬市中里5-741,35.785211,139.525606,042-493-5408,
清瀬市立三小第1第2学童クラブ,東京都清瀬市竹丘1-15-4,35.768568,139.509927,042-492-5622,
清瀬市立中清戸第1第2学童クラブ,東京都清瀬市中清戸1-556-1,35.775051,139.528458,042-493-3940,
清瀬市立十小学童クラブ,東京都中清戸1-454-14,35.775148,139.527536,042-493-4350,
清瀬市立第１保育園,東京都清瀬市松山3-1-73,35.76854,139.513793,042-491-0152,
清瀬市立第３保育園,東京都清瀬市旭が丘3-755-1,35.798149,139.539049,042-492-5600,
清瀬市立第７保育園,東京都清瀬市竹丘1-15-11,35.76747739,139.5114895,042-492-4616,
清瀬市立乳児保育園,東京都清瀬市梅園2-9-38,35.7723,139.505231,042-492-5603,
駅前乳児保育園,東京都清瀬市元町1-4-17,35.774459,139.520659,042-492-4185,
清瀬上宮保育園,東京都清瀬市竹丘3-8-1,35.766484999999996,139.502184,042-492-4015,
のしお保育園,東京都清瀬市野塩5-249,35.775625,139.49825800000002,042-493-4550,
中清戸保育園,東京都清瀬市下清戸1-21-3,35.7789537,139.53572419999998,042-494-1772,
すみれ保育園,東京都清瀬市中里3-1731-8,35.779377000000004,139.516684,042-493-0509,
すみれ保育園分園,東京都清瀬市松山2-2-15,35.76980066,139.5161346,042-495-4145,
きよせ保育園,東京都清瀬市上清戸2-5-40,35.779072,139.520273,042-491-1301,
きよせ保育園分園,東京都清瀬市上清戸2-6-6,35.78044708,139.5217755,042-497-3047,
せせらぎ保育園,東京都清瀬市中里1-1704,35.78171,139.51507800000002,042-497-9777,
"清瀬どろんこ
保育園",東京都清瀬市松山3-1-24,35.770975,139.510062,042-494-8166,
"のしお一丁目
保育園",東京都清瀬市野塩1-322-1,35.77911577,139.4999206,042-492-1411,
"メリーポピンズ
清瀬ルーム",東京都清瀬市松山1-40-2,35.76883172,139.5171004,042-497-1692,
"中里どろんこ
保育園",東京都清瀬市中里6-25-1,35.770975,139.510062,042-497-8718,
"認定こども園
ひかり",東京都清瀬市旭が丘2-5-3,35.795618499999996,139.5400653,042-491-2218,
ピッコロルーム,東京都清瀬市元町2-18-10,35.77591503,139.51263669999997,042-497-1234,
"ゆりかごファースト
スクール",東京都清瀬市元町1-8-35,35.7729873,139.5198868,042-496-0330,
ちゃいるど保育園,東京都清瀬市上清戸2-5-36,35.779519799999996,139.5198005,042-496-7788,
"あいあい
ちびっこルーム",東京都清瀬市竹丘3-2-61,35.769071000000004,139.5037031,042-497-2308,
なかよし保育園,東京都清瀬市竹丘3-1-1,35.76791273,139.50621840000002,042-491-3114,
さいかち学童クラブ（さいかち地区児童館内）,東京都武蔵村山市緑が丘１４６0,35.74377366,139.40575090000002,042-565-0758,
雷塚学童クラブ（雷塚小学校敷地内）,東京都武蔵村山市学園４‐６‐２,35.7462351,139.402201,042-564-1666,
大南学童クラブ（大南地区児童館）,東京都武蔵村山市大南５‐１‐６９,35.735664299999996,139.40589269999998,042-562-3242,
山王森学童クラブ（山王森児童館内）,東京都武蔵村山市三ツ藤３‐６‐１0,35.7557664,139.37182009999998,042-560-3037,
中藤学童クラブ（中藤地区児童館内）,東京都武蔵村山市中藤３‐１６,35.75694489999999,139.4005981,042-565-0111,
残堀・伊奈平学童クラブ第一・第二（残堀・伊奈平地区児童館内）,東京都武蔵村山市残堀１‐６0‐３,35.7462565,139.3751507,042-560-0770,
三ツ木学童クラブ（第二小学校内）,東京都武蔵村山市三ツ木２‐１２‐２,35.7577968,139.3738893,042-560-5198,
西大南学童クラブ第一・第二（第七小学校内）,東京都武蔵村山市大南２‐７８‐１,35.739899799999996,139.4017096,042-562-8761,
中原学童クラブ（第十小学校内）,東京都武蔵村山市残堀５‐１00‐１,35.7530166,139.36670680000003,042-560-0803,
学園学童クラブ（第九小学校内）,東京都武蔵村山市学園１‐８５‐１,35.7479708,139.3941767,042-567-0508,
本町学童クラブ（第一小学校内）,東京都武蔵村山市本町１‐１‐１１,35.7546976,139.3880798,042-561-7905,
市立つみき保育園,東京都武蔵村山市学園３‐１２‐１,35.7477322,139.40412859999998,042-563-3842,
あゆみ保育園,東京都武蔵村山市中藤５‐８‐１,35.75640070000001,139.4079641,042-564-9766,
育成会ひまわり保育園,東京都武蔵村山市大南３‐９４‐１,35.735283700000004,139.4035429,042-564-3544,
育成会めぐみ保育園,東京都武蔵村山市大南１‐３３‐３,35.741557799999995,139.39797380000002,042-565-3765,
きし保育園,東京都武蔵村山市岸１‐５‐１１,35.761557200000006,139.366726,042-560-9922,
聖光三ツ藤保育園,東京都武蔵村山市三ツ藤３‐３６‐１0,35.75483870000001,139.37172019999997,042-560-3564,
聖光緑が丘保育園,東京都武蔵村山市緑が丘１６１0,35.745399299999995,139.40801159999998,042-564-3965,
つむぎ保育園,東京都武蔵村山市伊奈平５‐６６,35.7385991,139.3741788,042-560-0088,
みらい保育園,東京都武蔵村山市大南１‐８‐１,35.742493700000004,139.3941518,042-562-3232,
まどか保育園,東京都武蔵村山市本町３‐４0‐３,35.7585553,139.3815219,042-560-1855,
ムサシ保育園,東京都武蔵村山市緑が丘１７３２‐１,35.7420525,139.40790900000002,042-561-3959,
村山中藤保育園「櫻」,東京都武蔵村山市中央１‐２８‐１,35.7532034,139.3899491,042-562-3141,
村山中藤保育園「白樺」,東京都武蔵村山市残堀４‐９0‐１,35.7495948,139.3673374,042-520-7151,
お伊勢の森児童館,東京都武蔵村山市中央２‐１１７‐１,35.750837100000005,139.39328500000002,042-564-5594,
中藤地区児童館,東京都武蔵村山市中藤３‐１６,35.75697596,139.4007701,042-565-0111,
大南地区児童館,東京都武蔵村山市大南５‐１‐６９,35.735664299999996,139.40589269999998,042-562-3242,
さいかち地区児童館,東京都武蔵村山市緑が丘１４６0,35.74377366,139.40575090000002,042-565-0758,
山王森児童館,東京都武蔵村山市三ツ藤３‐６‐１0,35.7557664,139.37182009999998,042-560-3037,
残堀・伊奈平地区児童館,東京都武蔵村山市残堀１‐６0‐３,35.7462565,139.3751507,042-560-0770,
大道児童遊園,東京都武蔵村山市岸１‐２0‐４,35.760535100000006,139.366226,,
岸三丁目児童遊園,東京都武蔵村山市岸３‐１２‐１９,35.76313991,139.37035649999999,,
中原一丁目児童遊園,東京都武蔵村山市中原１‐６‐２８,35.75813174,139.3660837,,
中原三丁目北児童遊園,東京都武蔵村山市中原３‐７‐１２,35.75956827,139.3610626,,
中原三丁目中央児童遊園,東京都武蔵村山市中原３‐２２‐６,35.75710438,139.3591207,,
中原三丁目南児童遊園,東京都武蔵村山市中原３‐２９‐２,35.75545449,139.35858430000002,,
中原経塚向児童遊園,東京都武蔵村山市中原３‐３0‐４９,35.7552107,139.3578225,,
中原児童遊園,東京都武蔵村山市中原２‐１0‐３１,35.75957263,139.36311719999998,,
伊奈平四丁目児童遊園,東京都武蔵村山市伊奈平４‐１８‐１,35.73770183,139.3767938,,
伊奈平五丁目児童遊園,東京都武蔵村山市伊奈平５‐８‐７,35.74173381,139.373205,,
伊奈平五丁目東児童遊園,東京都武蔵村山市伊奈平５‐８‐１９,35.74189708,139.3736073,,
伊奈平五丁目南児童遊園,東京都武蔵村山市伊奈平５‐１５‐８,35.74107416,139.3735456,,
宿児童遊園,東京都武蔵村山市三ツ木２‐９‐９,35.75868024,139.3730628,,
三ツ木一丁目児童遊園,東京都武蔵村山市三ツ木１‐２５‐９,35.75493862,139.3758684,,
残堀二丁目児童遊園,東京都武蔵村山市残堀２‐１４‐７,35.7458766,139.373323,,
残堀四丁目児童遊園,東京都武蔵村山市残堀４‐８0‐２１,35.74809921,139.3675375,,
残堀五丁目児童遊園,東京都武蔵村山市残堀５‐６２‐４６,35.75149287,139.370555,,
残堀児童遊園,東京都武蔵村山市残堀２‐２２‐２,35.74774438,139.37223669999997,,
馬場児童遊園,東京都武蔵村山市本町２‐３４‐１６,35.75693896,139.38244519999998,,
横田児童遊園,東京都武蔵村山市本町４‐４１‐５,35.7586443,139.3865826,,
神明児童遊園,東京都武蔵村山市神明２‐４８‐１７,35.75477754,139.4010061,,
中砂児童遊園,東京都武蔵村山市神明１‐１１,35.75208277,139.4014889,,
中藤一丁目児童遊園,東京都武蔵村山市中藤１‐１５‐１,35.75539354,139.39994130000002,,
向山児童遊園,東京都武蔵村山市神明２‐１１0‐１,35.75479278,139.4064993,,
アタゴ松児童遊園,東京都武蔵村山市三ツ藤１‐３0‐５,35.75249417,139.3780035,,
順礼塚児童遊園,東京都武蔵村山市三ツ藤１‐３１‐１,35.75264219,139.3776092,,
三ツ藤三丁目児童遊園,東京都武蔵村山市三ツ藤３‐２‐３0,35.75509316,139.3742645,,
三ツ藤三丁目東児童遊園,東京都武蔵村山市三ツ藤３‐５１‐２７,35.75375014,139.37375219999998,,
三ツ藤児童遊園,東京都武蔵村山市三ツ藤１‐３４‐１0,35.75134049,139.3774456,,
ハケ下児童遊園,東京都武蔵村山市三ツ藤３‐４６‐１６,35.75391775,139.37308969999998,,
学園一丁目児童遊園,東京都武蔵村山市学園１‐３６‐１,35.74804914,139.39191340000002,,
学園四丁目児童遊園,東京都武蔵村山市学園４‐２２‐２３,35.7438085,139.4010919,,
学園四丁目西児童遊園,東京都武蔵村山市学園４‐３‐２,35.74514515,139.39859750000002,,
学園四丁目東児童遊園,東京都武蔵村山市学園４‐３６‐６,35.74282720000001,139.40202340000002,,
学園児童遊園,東京都武蔵村山市学園１‐７0‐５,35.74652097,139.3948478,,
新海道児童遊園,東京都武蔵村山市榎２‐７７‐３,35.7418354,139.39204650000002,,
大南一丁目児童遊園,東京都武蔵村山市大南１‐４３‐３,35.7402357,139.3982321,,
大南一丁目中央児童遊園,東京都武蔵村山市大南１‐１１６‐９,35.738152500000005,139.39607080000002,,
大南一丁目中央北児童遊園,東京都武蔵村山市大南１‐１１７‐３７,35.73852261,139.39587769999997,,
大南一丁目南児童遊園,東京都武蔵村山市大南１‐１６５‐５0,35.7349085,139.3964356,,
大南三丁目児童遊園,東京都武蔵村山市大南３‐１１７‐３８,35.73415518,139.401108,,
大南四丁目児童遊園,東京都武蔵村山市大南４‐９‐１３,35.73378069,139.4077331,,
大南五丁目児童遊園,東京都武蔵村山市大南５‐５‐２３,35.73659583,139.409844,,
西大南児童遊園,東京都武蔵村山市大南３‐４‐１0,35.73727293,139.40090419999999,,
東大南児童遊園,東京都武蔵村山市大南４‐１３,35.7348061,139.40705369999998,,
東品川児童センター,東京都品川区東品川1-34-9,35.619107899999996,139.74594299999998,,
北品川児童センター,東京都品川区北品川2-7-21,35.6187796,139.7440035,,
南品川児童センター,東京都品川区南品川4-5-28,35.6134633,139.738709,,
小関児童センター,東京都品川区北品川5-8-15,35.619591899999996,139.7326959,,
三ツ木児童センター,東京都品川区西品川2-6-13,35.6139821,139.7262033,,
東五反田児童センター,東京都品川区東五反田5-24-1,35.6279641,139.72327719999998,,
中原児童センター,東京都品川区小山1-4-1,35.6218924,139.71237119999998,,
平塚児童センター,東京都品川区平塚2-2-3,35.618786,139.7173311,,
後地児童センター,東京都品川区小山2-9-19,35.620645399999994,139.70923100000002,,
中延児童センター,東京都品川区西中延1-6-16,35.6125593,139.7082896,,
旗の台児童センター,東京都品川区旗の台5-19-5(旗の台文化センター),35.603876299999996,139.7005187,,
西中延児童センター,東京都品川区西中延3-8-5,35.6072589,139.708224,,
東中延児童センター,東京都品川区東中延2-5-10,35.607731099999995,139.7138312,,
ゆたか児童センター,東京都品川区豊町1-18-15,35.6115951,139.7227015,,
南ゆたか児童センター,東京都品川区豊町4-17-21,35.6065187,139.7210417,,
大原児童センター,東京都品川区戸越6-16-1,35.6073586,139.71543469999997,,
冨士見台児童センター,東京都品川区西大井6-1-8,35.6012285,139.71419640000002,,
伊藤児童センター,東京都品川区西大井6-13-1,35.6006359,139.71761659999999,,
一本橋児童センター,東京都品川区大井2-25-1,35.604732299999995,139.7295497,,
大井倉田児童センター,東京都品川区大井4-11-34,35.6023198,139.7339205,,
滝王子児童センター,東京都品川区大井5-19-14,35.5981821,139.7289477,,
水神児童センター,東京都品川区南大井5-13-19,35.595477,139.7339834,,
南大井児童センター,東京都品川区南大井3-7-13(シルバーセンター・図書館),35.5915774,139.7343157,,
東大井児童センター,東京都品川区東大井1-22-16,35.603268799999995,139.7415195,,
八潮児童センター,東京都品川区八潮5-10-27(八潮地域センター),35.5999497,139.7515122,,
一本橋保育園,東京都品川区大井2-25-1,35.60461970000001,139.7296648,,
伊藤保育園,東京都品川区西大井6-13-1,35.600729799999996,139.7175919,,
荏原保育園,東京都品川区荏原2-16-18,35.6166852,139.7088707,,
荏原西保育園,東京都品川区荏原4-16-11,35.613929,139.70617180000002,,
大井保育園,東京都品川区東大井6-14-16,35.600941999999996,139.73525580000003,,
大井倉田保育園,東京都品川区大井4-11-8,35.6023122,139.7341259,,
大崎保育園,東京都品川区大崎5-2-1,35.621941799999995,139.72638669999998,,
北品川保育園,東京都品川区北品川2-7-21,35.6187098,139.7439522,,
源氏前保育園,東京都品川区中延4-14-19,35.6055339,139.70998830000002,,
五反田保育園,東京都品川区東五反田2-15-6,35.6218429,139.72953930000003,,
小山台保育園,東京都品川区小山台1-3-8,35.625058100000004,139.70681130000003,,
品川保育園,東京都品川区東大井5-8-12,35.6075152,139.7378292,,
清水台保育園,東京都品川区荏原7-8-3,35.61182720000001,139.7013761,,
水神保育園,東京都品川区南大井6-2-15,35.59283610000001,139.7329006,,
滝王子保育園,東京都品川区大井5-18-1,35.5981093,139.7277129,,
中原保育園,東京都品川区小山1-4-1,35.6221109,139.7126127,,
中延保育園,東京都品川区西中延1-6-16,35.6125102,139.70843490000001,,
西大井保育園,東京都品川区西大井1-1-1,35.6010194,139.7216362,,
西五反田保育園,東京都品川区西五反田3-9-10,35.6265224,139.71687219999998,,
西品川保育園,東京都品川区西品川3-16-35,35.615022100000004,139.7261814,,
西中延保育園,東京都品川区西中延3-8-5,35.607308,139.70811719999998,,
旗の台保育園,東京都品川区旗の台5-19-5,35.6037688,139.70038200000002,,
東大井保育園,東京都品川区東大井1-22-16,35.6032911,139.74141,,
東五反田保育園,東京都品川区東五反田5-24-1,35.6279857,139.72335880000003,,
東品川保育園,東京都品川区東品川1-34-9,35.6191527,139.7460771,,
東中延保育園,東京都品川区東中延2-5-10,35.607833899999996,139.7138475,,
平塚保育園,東京都品川区平塚2-2-3,35.618803899999996,139.7174542,,
冨士見台保育園,東京都品川区西大井6-1-15,35.6013287,139.71424430000002,,
二葉保育園,東京都品川区二葉1-4-25,35.6080266,139.7267273,,
二葉つぼみ保育園,東京都品川区二葉1-3-24二葉幼稚園,35.606291,139.72554580000002,,
南大井保育園,東京都品川区南大井3-7-4,35.591801399999994,139.7344216,,
三ツ木保育園,東京都品川区西品川1-9-18,35.613130299999995,139.72971030000002,,
南ゆたか保育園,東京都品川区豊町4-17-21,35.6065364,139.72092659999998,,
八潮北保育園,東京都品川区八潮5-1-3,35.604693299999994,139.75313789999998,,
八潮西保育園,東京都品川区八潮5-4-16,35.601683,139.7512726,,
八潮南保育園,東京都品川区八潮5-8-41,35.5966055,139.75205559999998,,
八ッ山保育園,東京都品川区東品川1-2-15,35.6229761,139.7435605,,
ゆたか保育園,東京都品川区豊町1-18-15,35.6115361,139.7227398,,
ぷりすくーる西五反田,東京都品川区西五反田3-9-9,35.6265987,139.7167903,,
石井保育園,東京都品川区小山2-6-15,35.6210321,139.70728689999999,,
宝保育園,東京都品川区西五反田4-12-13,35.6263924,139.71059590000002,,
戸越ひまわり保育園,東京都品川区戸越6-16-14,35.6073632,139.715385,,
どんぐり保育園（本園）,東京都品川区南品川2-9-13,35.6141735,139.742816,,
日本音楽学校保育園,東京都品川区豊町2-16-12,35.609706200000005,139.7253813,,
東戸越保育園,東京都品川区戸越4-1-10,35.612297600000005,139.71780159999997,,
緑の家保育園,東京都品川区大井7-4-18,35.59628970000001,139.7293325,,
八潮中央保育園,東京都品川区八潮5-10-60101,35.59952620000001,139.7511887,,
品川小学校,東京都品川区北品川3-9-30,35.617746399999994,139.73783369999998,,
城南小学校,東京都品川区南品川2-8-21,35.613173700000004,139.7427322,,
浅間台小学校,東京都品川区南品川6-8-8,35.611480900000004,139.736532,,
三木小学校,東京都品川区西品川3-16-28,35.6152914,139.7268158,,
城南第二小学校,東京都品川区東品川3-4-5,35.6156597,139.7461815,,
芳水小学校,東京都品川区大崎3-12-22,35.619086200000005,139.7248065,,
第三日野小学校,東京都品川区上大崎1-19-19,35.632680799999996,139.7242124,,
第四日野小学校,東京都品川区西五反田4-29-9,35.625656299999996,139.7125064,,
大井第一小学校,東京都品川区大井6-1-32,35.5985369,139.73128480000003,,
鮫浜小学校,東京都品川区東大井2-10-14,35.6014717,139.7406887,,
山中小学校,東京都品川区大井3-7-19,35.6030627,139.73002649999998,,
立会小学校,東京都品川区東大井4-15-9,35.604462,139.7398886,,
浜川小学校,東京都品川区南大井4-3-27,35.598232,139.7358644,,
伊藤小学校,東京都品川区西大井5-6-8,35.598671,139.7170305,,
鈴ヶ森小学校,東京都品川区南大井4-16-2,35.5942592,139.7352088,,
台場小学校,東京都品川区東品川1-8-30,35.6210266,139.7437964,,
京陽小学校,東京都品川区平塚2-19-20,35.614995,139.7131309,,
延山小学校,東京都品川区西中延2-17-5,35.6090273,139.7081212,,
中延小学校,東京都品川区中延1-11-15,35.6125373,139.709408,,
小山小学校,東京都品川区小山5-10-6,35.616172600000006,139.70312769999998,,
大原小学校,東京都品川区戸越6-17-3,35.6071632,139.7161396,,
宮前小学校,東京都品川区戸越4-5-10,35.612102,139.7187181,,
源氏前小学校,東京都品川区中延6-2-18,35.6032512,139.7117335,,
第二延山小学校,東京都品川区旗の台1-6-1,35.610028,139.7034064,,
後地小学校,東京都品川区小山2-4-6,35.621587100000006,139.70853300000002,,
戸越小学校,東京都品川区豊町2-1-20,35.611115600000005,139.7213296,,
旗台小学校,東京都品川区旗の台4-7-11,35.6033361,139.70416310000002,,
上神明小学校,東京都品川区二葉4-4-10,35.6029975,139.7152969,,
清水台小学校,東京都品川区旗の台1-11-17,35.6073938,139.7026372,,
小山台小学校,東京都品川区小山台1-18-24,35.6228576,139.7032153,,
私立明晴学園,東京都品川区八潮5-2-1,35.6040863,139.75331880000002,,
八潮学園,東京都品川区八潮5-9-11,35.601056899999996,139.7514686,,
東海中学校,東京都品川区東品川3-30-15,35.6124592,139.7492204,,
大崎中学校,東京都品川区西品川3-10-6,35.615534999999994,139.7227275,,
浜川中学校,東京都品川区東大井3-18-34,35.6002177,139.7382919,,
伊藤学園,東京都品川区大井5-1-37,35.6000568,139.7262013,,
鈴ヶ森中学校,東京都品川区南大井2-3-14,35.5928575,139.7378643,,
冨士見台中学校,東京都品川区西大井5-5-14,35.5982989,139.71543480000003,,
荏原第一中学校,東京都品川区荏原1-24-30,35.6194505,139.7128405,,
荏原第五中学校,東京都品川区旗の台5-11-13,35.6033054,139.7019616,,
荏原第六中学校,東京都品川区小山5-20-19,35.616431,139.69993799999997,,
戸越台中学校,東京都品川区戸越1-15-23,35.615527,139.7176744,,
小野学園女子中学校,東京都品川区西大井1-6-13,35.6020717,139.7266527,,
攻玉社中学校,東京都品川区西五反田5-14-2,35.6245611,139.7137118,,
香蘭女学校中学校,東京都品川区旗の台6-22-21,35.6068762,139.70146330000003,,
品川女子学院中等部,東京都品川区北品川3-3-12,35.62096029999999,139.73929760000001,,
青稜中学校,東京都品川区二葉1-6-6,35.608874799999995,139.7280635,,
文教大学付属中学校,東京都品川区旗の台3-2-17,35.6056763,139.706368,,
小野学園女子,東京都品川区西大井1-6-13,35.602174600000005,139.7267649,,
攻玉社高校,東京都品川区西五反田5-14-2,35.6244536,139.7135723,,
香蘭女学校,東京都品川区旗の台6-22-21,35.6069657,139.7016,,
品川女子学院高等部,東京都品川区北品川3-3-12,35.620888799999996,139.7393826,,
青稜高等学校,東京都品川区二葉1-6-6,35.6089285,139.72819209999997,,
朋優学院高等学校,東京都品川区西大井6-1-23,35.600539500000004,139.7145372,,
日本音楽高等学校,東京都品川区豊町2-16-12,35.610194799999995,139.72528359999998,,
文教大学付属高等学校,東京都品川区旗の台3-2-17,35.605618299999996,139.70650769999997,,
品川エトワール女子,東京都品川区南品川5-12-4,35.6086771,139.74064860000001,,
攻玉社工科短期大学,東京都品川区西五反田5-14-2,35.6243554,139.7137121,,
杉野服飾大学,東京都品川区上大崎4-6-19,35.6316214,139.71587340000002,,
星薬科大学,東京都品川区荏原2-4-41,35.619316,139.7113764,,
清泉女子大学,東京都品川区東五反田3-16-21,35.6272085,139.7284441,,
昭和大学,東京都品川区旗の台1-5-8,35.6085581,139.70352250000002,,
城南幼稚園,東京都品川区南品川2-8-21,35.6133692,139.7427552,,
平塚幼稚園,東京都品川区荏原4-5-22,35.6158881,139.7078361,,
浜川幼稚園,東京都品川区南大井4-3-14,35.597702000000005,139.736164,,
北品川第二保育園,東京都品川区北品川3-7-43,35.6180915,139.7391006,,
伊藤幼稚園,東京都品川区西大井5-22-8,35.5980921,139.71696730000002,,
第一日野幼稚園・西五反田第二保育園,東京都品川区西五反田6-6-6,35.6223713,139.7164903,,
台場幼稚園・台場保育園,東京都品川区東品川1-8-30,35.621348499999996,139.7437159,,
二葉幼稚園・二葉つぼみ保育園,東京都品川区二葉1-3-24,35.606384999999996,139.72561969999998,,
八潮わかば幼稚園,東京都品川区八潮5-6-32,35.5965468,139.7497629,,
日本高等洋裁学院,東京都品川区西大井1-6-13,35.6025545,139.72629640000002,,
池見東京歯科衛生士専門学校,東京都品川区東大井3-5-6,35.60325170000001,139.7391826,,
池見東京医療専門学校,東京都品川区東大井4-12-10,35.605668900000005,139.73899730000002,,
荏原医師会立看護高等専修学校,東京都品川区中延1-7-12,35.6117467,139.71246230000003,,
グリーン外語専門学校,東京都品川区西五反田2-24-11,35.625924499999996,139.7192728,,
攻玉社専門学校,東京都品川区西五反田5-14-2,35.6244629,139.7138571,,
品川ファッションビジネス専門学校,東京都品川区中延5-15-9,35.6011815,139.7097994,,
昭和大学医学部附属看護専門学校,東京都品川区旗の台1-5-8,35.6086714,139.7035962,,
新東京歯科衛生士学校,東京都品川区南大井4-20-2,35.5928794,139.7358071,,
新東京歯科技工士学校,東京都品川区南大井4-20-2,35.592982299999996,139.7358589,,
東京健康科学専門学校,東京都品川区南品川6-10-5,35.609776700000005,139.736257,,
東京工科専門学校品川校,東京都品川区南品川3-7-12,35.6069344,139.74480590000002,,
東京歯科技工専門学校,東京都品川区西五反田5-1-10,35.6259574,139.7152128,,
東京聖星社会福祉専門学校,東京都品川区豊町2-16-12,35.6101723,139.7251605,,
東京マックス美容専門学校,東京都品川区大井1-48-11,35.6054187,139.7329976,,
ドレスメーカー学院,東京都品川区上大崎4-6-19,35.6315141,139.7159311,,
日本音楽学校,東京都品川区豊町2-16-12,35.610163299999996,139.7250318,,
宮川文化服装専門学校,東京都品川区大崎4-5-20,35.620149700000006,139.7225267,,
大崎高等学校,東京都品川区豊町2-1-7,35.609710299999996,139.7211044,,
小山台高等学校,東京都品川区小山3-3-32,35.621262200000004,139.70352150000002,,
八潮高等学校,東京都品川区東品川3-27-22,35.6117053,139.74629319999997,,
都立産業技術高等専門学校,東京都品川区東大井1-10-40,35.6057885,139.7479522,,
都立品川特別支援学校,東京都品川区南品川6-15-20,35.609522399999996,139.73793419999998,,
立正大学,東京都品川区大崎4-2-16,35.620481,139.72369890000002,,
あけぼの幼稚園,東京都品川区大井5丁目10-12,35.5982939,139.7304922,,
アライアンス幼稚園,東京都品川区小山4丁目4-13,35.6182539,139.7039279,,
荏原学園旭幼稚園,東京都品川区中延5丁目6-18,35.603116799999995,139.7082701,,
エトワール幼稚園,東京都品川区南品川5丁目12-4,35.608436100000006,139.7401278,,
大井うさぎ幼稚園,東京都品川区大井7丁目1-5,35.5974138,139.72545280000003,,
大崎幼稚園,東京都品川区大崎3丁目11-1,35.6193824,139.7235612,,
亀田幼稚園,東京都品川区中延6丁目1-3,35.6040057,139.7102707,,
品川教会附属幼稚園,東京都品川区北品川4丁目7-40,35.6226554,139.73718689999998,,
鈴ヶ森めばえ幼稚園,東京都品川区南大井2丁目4-1,35.59330679999999,139.736849,,
専修幼稚園,東京都品川区西五反田6丁目11-5,35.620841,139.71776359999998,,
洗足うさぎ幼稚園,東京都品川区荏原7丁目18-15,35.6098117,139.6987106,,
戸越幼稚園,東京都品川区戸越1丁目21-15,35.614954700000006,139.72132050000002,,
帝京にしき幼稚園,東京都品川区旗の台6丁目5-30,35.6086499,139.7005555,,
日本音楽学校付属幼稚園,東京都品川区豊町2丁目16-12,35.6099424,139.72537230000003,,
ひまわり幼稚園,東京都品川区小山6丁目10-11,35.613623499999996,139.6978825,,
文教大学附属幼稚園,東京都品川区旗の台3丁目2-17,35.605180499999996,139.70604719999997,,
八潮幼稚園,東京都品川区東品川3丁目24-8,35.612324900000004,139.7458315,,
日野学園,東京都品川区東五反田2-11-1,35.6245725,139.7282104,,
日本書道専門学校,東京都品川区上大崎2-19-6,35.6368467,139.71464459999999,,
品川児童学園子ども発達相談室,東京都品川区南品川3-7-7,35.6073182,139.7450534,,
マイスクール八潮,東京都品川区八潮5-2-1,35.604090899999996,139.7534392,,
第一日野小学校,東京都品川区西五反田6-5-32,35.622386600000006,139.7162216,,
教育センター,東京都品川区西五反田6-5-1,35.6225179,139.7166197,,
西五反田第二保育園,東京都品川区西五反田6-5-6,35.6223588,139.71674119999997,,
荏原平塚学園,東京都品川区平塚3-16-26,35.615751,139.7099159,,
産業技術大学院大学,東京都品川区東大井1-10-40,35.6071249,139.7491044,,
品川学園,東京都品川区北品川3-9-30,35.6181701,139.73846630000003,,
アートチャイルドケア目黒,東京都品川区上大崎2-10-33,35.6353874,139.71706919999997,,
アスク不動前保育園,東京都品川区西五反田4-1-10,35.6280393,139.7121873,,
